Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.09.15 13:25:00;Sell;0.85;GBPUSD;1.15006;;;2022.09.15 15:37:21;1.14807;-1.96;;169.15;
2022.09.15 15:10:00;Sell;0.87;NZDJPY;85.897;;;2022.09.15 15:37:20;85.985;-1.04;;-53.31;
2022.09.12 04:55:09;Buy;0.79;CHFJPY;148.754;;;2022.09.12 09:42:39;149.394;-1.65;;352.67;
2022.09.12 04:00:01;Sell;0.79;USDCAD;1.30199;;;2022.09.12 09:42:39;1.30125;-1.58;;44.93;
2022.09.12 07:30:01;Buy;0.79;CHFJPY;149.090;;;2022.09.12 09:42:38;149.404;-1.65;;173.03;
2022.09.12 05:20:01;Buy;0.79;CHFJPY;148.921;;;2022.09.12 09:42:38;149.401;-1.65;;264.50;
2022.09.12 09:10:00;Buy;0.83;CHFJPY;149.410;;;2022.09.12 09:42:37;149.406;-1.73;;-2.32;
2022.09.12 08:55:00;Buy;0.81;CHFJPY;149.257;;;2022.09.12 09:42:37;149.404;-1.69;;83.06;
2022.09.12 09:30:01;Buy;0.81;EURCAD;1.31485;;;2022.09.12 09:42:36;1.31523;-1.64;;23.65;
2022.09.09 10:15:01;Sell;0.77;CADCHF;0.73734;;;2022.09.09 11:32:09;0.73778;-1.18;;-35.34;
2022.09.09 10:10:00;Sell;0.75;CADCHF;0.73884;;;2022.09.09 11:32:09;0.73774;-1.15;;86.05;
2022.09.08 19:55:00;Buy;0.75;CADJPY;109.927;;;2022.09.09 11:32:08;109.440;-1.14;0.04;-256.80;
2022.09.08 17:40:00;Buy;0.75;CADJPY;109.770;;;2022.09.09 11:32:08;109.442;-1.14;0.04;-172.95;
2022.09.09 04:00:01;Buy;0.76;EURUSD;1.00440;;;2022.09.09 11:32:07;1.00999;-1.53;;424.84;
2022.09.08 21:05:00;Buy;0.76;CADJPY;110.096;;;2022.09.09 11:32:07;109.441;-1.16;0.04;-350.00;
2022.09.09 06:30:01;Buy;0.77;EURUSD;1.00832;;;2022.09.09 11:32:06;1.01000;-1.55;;129.36;
2022.09.09 05:25:00;Buy;0.77;EURUSD;1.00647;;;2022.09.09 11:32:06;1.00998;-1.55;;270.27;
2022.09.09 10:15:04;Buy;0.77;EURUSD;1.01003;;;2022.09.09 11:32:05;1.01002;-1.56;;-0.77;
2022.09.09 05:05:00;Sell;0.75;GBPAUD;1.70016;;;2022.09.09 11:32:05;1.69394;-1.73;;320.45;
2022.09.09 07:55:00;Sell;0.74;GBPAUD;1.69658;;;2022.09.09 11:32:04;1.69398;-1.72;;132.16;
2022.09.09 05:35:00;Sell;0.78;GBPAUD;1.69814;;;2022.09.09 11:32:04;1.69394;-1.80;;225.02;
2022.09.09 10:10:03;Sell;0.75;GBPAUD;1.69469;;;2022.09.09 11:32:03;1.69397;-1.74;;37.09;
2022.09.02 05:40:01;Buy;0.99;CHFJPY;142.863;;;2022.09.06 05:28:55;143.710;-2.02;-8.29;596.83;
2022.09.02 07:50:02;Buy;0.99;CHFJPY;143.065;;;2022.09.06 05:28:54;143.710;-2.02;-8.29;454.49;
2022.09.05 16:20:00;Buy;0.81;CHFJPY;143.390;;;2022.09.06 05:28:53;143.710;-1.65;-3.39;184.48;
2022.09.02 10:45:00;Buy;1.00;CHFJPY;143.219;;;2022.09.06 05:28:53;143.710;-2.04;-8.37;349.47;
2022.09.06 03:25:00;Buy;0.71;CHFJPY;143.542;;;2022.09.06 05:28:52;143.717;-1.45;;88.43;
2022.09.05 04:00:01;Sell;0.90;EURUSD;0.99153;;;2022.09.06 05:28:52;0.99542;-1.78;0.98;-350.10;
2022.09.06 04:20:18;Buy;0.73;CHFJPY;143.711;;;2022.09.06 05:28:51;143.717;-1.49;;3.12;
2022.09.05 08:05:00;Sell;0.85;EURUSD;0.98874;;;2022.09.06 05:28:51;0.99542;-1.68;0.92;-567.80;
2022.09.06 04:25:01;Sell;0.72;EURUSD;0.99679;;;2022.09.06 05:28:50;0.99542;-1.44;;98.64;
2022.09.05 08:05:03;Sell;0.85;GBPJPY;160.722;;;2022.09.06 01:12:30;162.268;-1.95;-6.86;-934.86;
2022.09.05 05:00:00;Sell;0.91;GBPJPY;160.973;;;2022.09.06 01:12:30;162.268;-2.09;-7.34;-838.37;
2022.09.05 11:50:00;Sell;0.80;GBPJPY;161.357;;;2022.09.06 01:12:29;162.268;-1.84;-6.45;-518.47;
2022.09.05 14:20:00;Sell;0.80;GBPJPY;161.580;;;2022.09.06 01:12:28;162.268;-1.84;-6.45;-391.56;
2022.09.05 14:05:00;Sell;0.77;GBPJPY;161.751;;;2022.09.06 01:12:28;162.268;-1.77;-6.21;-283.21;
2022.09.02 18:00:03;Buy;0.92;EURAUD;1.46417;;;2022.09.05 09:03:16;1.45661;-1.84;-7.23;-471.75;
2022.09.02 10:10:00;Buy;1.00;EURAUD;1.46907;;;2022.09.05 09:03:16;1.45662;-1.99;-7.86;-844.43;
2022.09.05 02:05:00;Buy;0.91;EURAUD;1.46076;;;2022.09.05 09:03:15;1.45661;-1.81;;-256.15;
2022.09.02 18:35:00;Buy;0.92;EURAUD;1.46577;;;2022.09.05 09:03:15;1.45661;-1.85;-7.23;-571.59;
